city,forecast_date,latitude,longitude,temperature_max,temperature_min,precipitation_sum,wind_speed_10m_max,temperature_category,precipitation_category,wind_category,temperature_risk,precipitation_risk,wind_risk,risk_score,risk_level
Chichaoua,2026-09-23,31.5333,-8.7667,34.3,17.9,0.0,18.7,Hot,No Rain,Low,50,0,0,12.5,low
Chichaoua,2026-09-24,31.5333,-8.7667,33.6,20.2,0.0,18.6,Hot,No Rain,Low,50,0,0,12.5,low
Al ’Attawia,2026-09-18,31.83,-7.31,29.8,16.6,0.0,11.9,Normal,No Rain,Low,0,0,0,0.0,low
Al ’Attawia,2026-09-19,31.83,-7.31,35.0,19.8,0.5,14.0,Hot,Light,Low,50,20,0,20.5,low
Al ’Attawia,2026-09-20,31.83,-7.31,35.4,21.7,0.5,13.0,Hot,Light,Low,50,20,0,20.5,low
Al ’Attawia,2026-09-21,31.83,-7.31,36.1,21.5,0.0,21.1,Hot,No Rain,Moderate,50,0,30,23.0,low
Al ’Attawia,2026-09-22,31.83,-7.31,35.1,20.3,0.0,17.1,Hot,No Rain,Low,50,0,0,12.5,low
Al ’Attawia,2026-09-23,31.83,-7.31,34.1,18.4,0.0,16.0,Hot,No Rain,Low,50,0,0,12.5,low
Al ’Attawia,2026-09-24,31.83,-7.31,35.5,16.2,0.0,18.1,Hot,No Rain,Low,50,0,0,12.5,low
Tabount,2026-09-18,30.9014,-6.9217,31.7,17.4,0.0,10.9,Hot,No Rain,Low,50,0,0,12.5,low
Tabount,2026-09-19,30.9014,-6.9217,31.8,20.6,0.0,22.4,Hot,No Rain,Moderate,50,0,30,23.0,low
Tabount,2026-09-20,30.9014,-6.9217,32.3,19.5,0.0,17.8,Hot,No Rain,Low,50,0,0,12.5,low
Tabount,2026-09-21,30.9014,-6.9217,32.5,19.6,0.1,27.9,Hot,Light,Moderate,50,20,30,31.0,Moderate
Tabount,2026-09-22,30.9014,-6.9217,33.6,18.6,0.0,25.7,Hot,No Rain,Moderate,50,0,30,23.0,low
Tabount,2026-09-23,30.9014,-6.9217,31.6,17.5,0.0,16.2,Hot,No Rain,Low,50,0,0,12.5,low
Tabount,2026-09-24,30.9014,-6.9217,33.0,17.4,0.3,9.8,Hot,Light,Low,50,20,0,20.5,low
Zaïo,2026-09-18,34.9396,-2.7334,28.1,19.0,0.0,17.9,Normal,No Rain,Low,0,0,0,0.0,low
Zaïo,2026-09-19,34.9396,-2.7334,28.4,21.2,0.0,24.4,Normal,No Rain,Moderate,0,0,30,10.5,low
Zaïo,2026-09-20,34.9396,-2.7334,28.5,22.1,0.0,24.7,Normal,No Rain,Moderate,0,0,30,10.5,low
Zaïo,2026-09-21,34.9396,-2.7334,27.8,19.8,0.0,23.8,Normal,No Rain,Moderate,0,0,30,10.5,low
Zaïo,2026-09-22,34.9396,-2.7334,29.2,17.8,0.0,12.2,Normal,No Rain,Low,0,0,0,0.0,low
Zaïo,2026-09-23,34.9396,-2.7334,29.8,16.9,0.0,14.7,Normal,No Rain,Low,0,0,0,0.0,low
Zaïo,2026-09-24,34.9396,-2.7334,30.4,14.6,0.0,14.9,Hot,No Rain,Low,50,0,0,12.5,low
Aguelmous,2026-09-18,33.1324,-5.8366,29.8,14.1,0.0,17.9,Normal,No Rain,Low,0,0,0,0.0,low
Aguelmous,2026-09-19,33.1324,-5.8366,31.9,17.6,0.1,19.2,Hot,Light,Low,50,20,0,20.5,low
Aguelmous,2026-09-20,33.1324,-5.8366,32.5,19.6,0.3,18.8,Hot,Light,Low,50,20,0,20.5,low
Aguelmous,2026-09-21,33.1324,-5.8366,32.0,19.8,0.0,24.2,Hot,No Rain,Moderate,50,0,30,23.0,low
Aguelmous,2026-09-22,33.1324,-5.8366,31.0,18.5,0.0,18.3,Hot,No Rain,Low,50,0,0,12.5,low
Aguelmous,2026-09-23,33.1324,-5.8366,31.8,17.8,0.0,17.0,Hot,No Rain,Low,50,0,0,12.5,low
Aguelmous,2026-09-24,33.1324,-5.8366,32.6,17.7,0.0,20.0,Hot,No Rain,Moderate,50,0,30,23.0,low
Asilah,2026-09-18,35.4667,-6.0333,28.7,16.3,0.0,26.9,Normal,No Rain,Moderate,0,0,30,10.5,low
Asilah,2026-09-19,35.4667,-6.0333,29.1,23.1,0.0,36.2,Normal,No Rain,Moderate,0,0,30,10.5,low
Asilah,2026-09-20,35.4667,-6.0333,30.6,24.0,0.0,27.3,Hot,No Rain,Moderate,50,0,30,23.0,low
Asilah,2026-09-21,35.4667,-6.0333,30.4,23.6,0.0,25.7,Hot,No Rain,Moderate,50,0,30,23.0,low
Asilah,2026-09-22,35.4667,-6.0333,30.4,22.1,0.0,18.4,Hot,No Rain,Low,50,0,0,12.5,low
Asilah,2026-09-23,35.4667,-6.0333,35.6,21.5,0.0,11.0,Hot,No Rain,Low,50,0,0,12.5,low
Asilah,2026-09-24,35.4667,-6.0333,35.6,19.0,0.0,16.6,Hot,No Rain,Low,50,0,0,12.5,low
Imzouren,2026-09-18,35.1464,-3.8506,27.5,18.4,0.0,18.6,Normal,No Rain,Low,0,0,0,0.0,low
Imzouren,2026-09-19,35.1464,-3.8506,29.1,20.2,0.0,24.9,Normal,No Rain,Moderate,0,0,30,10.5,low
Imzouren,2026-09-20,35.1464,-3.8506,28.5,22.0,0.0,20.5,Normal,No Rain,Moderate,0,0,30,10.5,low
Imzouren,2026-09-21,35.1464,-3.8506,29.5,20.0,0.0,21.9,Normal,No Rain,Moderate,0,0,30,10.5,low
Imzouren,2026-09-22,35.1464,-3.8506,28.7,17.4,0.0,15.1,Normal,No Rain,Low,0,0,0,0.0,low
Imzouren,2026-09-23,35.1464,-3.8506,28.6,17.7,0.0,11.2,Normal,No Rain,Low,0,0,0,0.0,low
Imzouren,2026-09-24,35.1464,-3.8506,29.6,18.3,0.0,11.2,Normal,No Rain,Low,0,0,0,0.0,low
Mediouna,2026-09-18,33.4556,-7.5208,27.3,16.4,0.0,17.3,Normal,No Rain,Low,0,0,0,0.0,low
Mediouna,2026-09-19,33.4556,-7.5208,31.1,17.8,0.0,17.5,Hot,No Rain,Low,50,0,0,12.5,low
Mediouna,2026-09-20,33.4556,-7.5208,34.8,19.3,0.0,17.4,Hot,No Rain,Low,50,0,0,12.5,low
Mediouna,2026-09-21,33.4556,-7.5208,34.6,20.0,0.0,18.7,Hot,No Rain,Low,50,0,0,12.5,low
Mediouna,2026-09-22,33.4556,-7.5208,33.2,19.3,0.0,17.9,Hot,No Rain,Low,50,0,0,12.5,low
Mediouna,2026-09-23,33.4556,-7.5208,28.8,18.1,0.0,12.6,Normal,No Rain,Low,0,0,0,0.0,low
Mediouna,2026-09-24,33.4556,-7.5208,29.4,18.3,0.0,12.8,Normal,No Rain,Low,0,0,0,0.0,low
Demnat,2026-09-18,31.7311,-7.0361,27.4,14.3,0.0,11.6,Normal,No Rain,Low,0,0,0,0.0,low
Demnat,2026-09-19,31.7311,-7.0361,31.8,18.7,0.1,14.8,Hot,Light,Low,50,20,0,20.5,low
Demnat,2026-09-20,31.7311,-7.0361,32.6,21.7,0.4,17.9,Hot,Light,Low,50,20,0,20.5,low
Demnat,2026-09-21,31.7311,-7.0361,32.3,20.1,0.0,18.7,Hot,No Rain,Low,50,0,0,12.5,low
Demnat,2026-09-22,31.7311,-7.0361,31.9,19.8,0.0,18.2,Hot,No Rain,Low,50,0,0,12.5,low
Demnat,2026-09-23,31.7311,-7.0361,31.6,17.5,0.0,17.8,Hot,No Rain,Low,50,0,0,12.5,low
Demnat,2026-09-24,31.7311,-7.0361,32.9,15.2,0.0,18.2,Hot,No Rain,Low,50,0,0,12.5,low
Aïn Taoujdat,2026-09-18,33.9333,-5.2167,30.5,16.4,0.0,15.1,Hot,No Rain,Low,50,0,0,12.5,low
Aïn Taoujdat,2026-09-19,33.9333,-5.2167,33.7,18.7,0.0,18.6,Hot,No Rain,Low,50,0,0,12.5,low
Aïn Taoujdat,2026-09-20,33.9333,-5.2167,35.0,19.6,0.0,14.6,Hot,No Rain,Low,50,0,0,12.5,low
Aïn Taoujdat,2026-09-21,33.9333,-5.2167,33.6,19.8,0.0,13.8,Hot,No Rain,Low,50,0,0,12.5,low
Aïn Taoujdat,2026-09-22,33.9333,-5.2167,33.3,18.8,0.0,13.0,Hot,No Rain,Low,50,0,0,12.5,low
Aïn Taoujdat,2026-09-23,33.9333,-5.2167,34.1,18.5,0.0,14.4,Hot,No Rain,Low,50,0,0,12.5,low
Aïn Taoujdat,2026-09-24,33.9333,-5.2167,35.3,19.3,0.0,15.0,Hot,No Rain,Low,50,0,0,12.5,low
Sidi Smai’il,2026-09-18,32.8167,-8.5,28.0,17.3,0.0,17.4,Normal,No Rain,Low,0,0,0,0.0,low
Sidi Smai’il,2026-09-19,32.8167,-8.5,32.2,18.0,0.0,18.3,Hot,No Rain,Low,50,0,0,12.5,low
Sidi Smai’il,2026-09-20,32.8167,-8.5,32.4,20.4,0.0,15.5,Hot,No Rain,Low,50,0,0,12.5,low
Sidi Smai’il,2026-09-21,32.8167,-8.5,36.1,20.3,0.0,16.3,Hot,No Rain,Low,50,0,0,12.5,low
Sidi Smai’il,2026-09-22,32.8167,-8.5,32.4,19.2,0.0,14.7,Hot,No Rain,Low,50,0,0,12.5,low
Sidi Smai’il,2026-09-23,32.8167,-8.5,31.0,19.5,0.0,17.7,Hot,No Rain,Low,50,0,0,12.5,low
Sidi Smai’il,2026-09-24,32.8167,-8.5,30.4,18.5,0.0,18.7,Hot,No Rain,Low,50,0,0,12.5,low
Moulay Bousselham,2026-09-18,34.8786,-6.2933,24.8,14.7,0.0,18.8,Normal,No Rain,Low,0,0,0,0.0,low
Moulay Bousselham,2026-09-19,34.8786,-6.2933,30.1,18.3,0.0,16.7,Hot,No Rain,Low,50,0,0,12.5,low
Moulay Bousselham,2026-09-20,34.8786,-6.2933,32.7,20.7,0.0,18.4,Hot,No Rain,Low,50,0,0,12.5,low
Moulay Bousselham,2026-09-21,34.8786,-6.2933,30.5,21.0,0.0,17.9,Hot,No Rain,Low,50,0,0,12.5,low
Moulay Bousselham,2026-09-22,34.8786,-6.2933,31.7,19.4,0.0,19.8,Hot,No Rain,Low,50,0,0,12.5,low
Moulay Bousselham,2026-09-23,34.8786,-6.2933,32.5,18.7,0.0,18.4,Hot,No Rain,Low,50,0,0,12.5,low
Moulay Bousselham,2026-09-24,34.8786,-6.2933,32.5,18.6,0.0,18.3,Hot,No Rain,Low,50,0,0,12.5,low
Mechraa Bel Ksiri,2026-09-18,34.56,-5.95,31.6,14.7,0.0,18.1,Hot,No Rain,Low,50,0,0,12.5,low
Mechraa Bel Ksiri,2026-09-19,34.56,-5.95,37.1,19.2,0.0,18.8,Hot,No Rain,Low,50,0,0,12.5,low
Mechraa Bel Ksiri,2026-09-20,34.56,-5.95,37.8,24.6,0.0,21.1,Hot,No Rain,Moderate,50,0,30,23.0,low
Mechraa Bel Ksiri,2026-09-21,34.56,-5.95,36.7,24.4,0.0,17.9,Hot,No Rain,Low,50,0,0,12.5,low
Mechraa Bel Ksiri,2026-09-22,34.56,-5.95,36.3,23.4,0.0,18.2,Hot,No Rain,Low,50,0,0,12.5,low
Mechraa Bel Ksiri,2026-09-23,34.56,-5.95,36.7,19.3,0.0,14.5,Hot,No Rain,Low,50,0,0,12.5,low
Mechraa Bel Ksiri,2026-09-24,34.56,-5.95,37.7,18.3,0.0,16.3,Hot,No Rain,Low,50,0,0,12.5,low
Souk et Tnine Jorf el Mellah,2026-09-18,34.4945,-5.5047,32.8,15.6,0.0,10.2,Hot,No Rain,Low,50,0,0,12.5,low
Souk et Tnine Jorf el Mellah,2026-09-19,34.4945,-5.5047,37.0,21.2,0.0,20.9,Hot,No Rain,Moderate,50,0,30,23.0,low
Souk et Tnine Jorf el Mellah,2026-09-20,34.4945,-5.5047,37.3,24.6,0.0,19.5,Hot,No Rain,Low,50,0,0,12.5,low
Souk et Tnine Jorf el Mellah,2026-09-21,34.4945,-5.5047,36.2,24.5,0.0,18.8,Hot,No Rain,Low,50,0,0,12.5,low
Souk et Tnine Jorf el Mellah,2026-09-22,34.4945,-5.5047,35.9,23.6,0.0,17.4,Hot,No Rain,Low,50,0,0,12.5,low
Souk et Tnine Jorf el Mellah,2026-09-23,34.4945,-5.5047,36.7,21.9,0.0,11.7,Hot,No Rain,Low,50,0,0,12.5,low
Souk et Tnine Jorf el Mellah,2026-09-24,34.4945,-5.5047,38.2,18.4,0.0,13.0,Hot,No Rain,Low,50,0,0,12.5,low
Zeghanghane,2026-09-18,35.1575,-3.0017,26.1,19.2,0.1,22.1,Normal,Light,Moderate,0,20,30,18.5,low
Zeghanghane,2026-09-19,35.1575,-3.0017,25.9,21.9,0.4,29.9,Normal,Light,Moderate,0,20,30,18.5,low
Zeghanghane,2026-09-20,35.1575,-3.0017,26.6,22.3,0.8,26.6,Normal,Light,Moderate,0,20,30,18.5,low
Zeghanghane,2026-09-21,35.1575,-3.0017,26.6,21.4,0.2,22.3,Normal,Light,Moderate,0,20,30,18.5,low
Zeghanghane,2026-09-22,35.1575,-3.0017,26.5,18.4,0.0,19.7,Normal,No Rain,Low,0,0,0,0.0,low
Zeghanghane,2026-09-23,35.1575,-3.0017,27.5,18.3,0.0,14.8,Normal,No Rain,Low,0,0,0,0.0,low
Zeghanghane,2026-09-24,35.1575,-3.0017,28.7,15.8,0.0,12.5,Normal,No Rain,Low,0,0,0,0.0,low
Oulad Barhil,2026-09-18,30.6408,-8.475,29.9,17.8,0.0,24.8,Normal,No Rain,Moderate,0,0,30,10.5,low
Oulad Barhil,2026-09-19,30.6408,-8.475,35.2,20.8,0.0,25.8,Hot,No Rain,Moderate,50,0,30,23.0,low
Oulad Barhil,2026-09-20,30.6408,-8.475,37.2,21.7,0.0,24.9,Hot,No Rain,Moderate,50,0,30,23.0,low
Oulad Barhil,2026-09-21,30.6408,-8.475,38.0,21.5,0.0,36.4,Hot,No Rain,Moderate,50,0,30,23.0,low
Oulad Barhil,2026-09-22,30.6408,-8.475,37.2,20.0,0.0,34.1,Hot,No Rain,Moderate,50,0,30,23.0,low
Oulad Barhil,2026-09-23,30.6408,-8.475,37.3,18.7,0.0,20.5,Hot,No Rain,Moderate,50,0,30,23.0,low
Oulad Barhil,2026-09-24,30.6408,-8.475,38.1,17.6,0.0,21.7,Hot,No Rain,Moderate,50,0,30,23.0,low
Bir Jdid,2026-09-18,33.3737,-8.0002,25.0,17.5,0.0,17.0,Normal,No Rain,Low,0,0,0,0.0,low
Bir Jdid,2026-09-19,33.3737,-8.0002,27.5,18.6,0.0,17.3,Normal,No Rain,Low,0,0,0,0.0,low
Bir Jdid,2026-09-20,33.3737,-8.0002,30.9,20.4,0.0,15.6,Hot,No Rain,Low,50,0,0,12.5,low
Bir Jdid,2026-09-21,33.3737,-8.0002,30.8,20.2,0.0,17.4,Hot,No Rain,Low,50,0,0,12.5,low
Bir Jdid,2026-09-22,33.3737,-8.0002,28.7,18.9,0.0,15.7,Normal,No Rain,Low,0,0,0,0.0,low
Bir Jdid,2026-09-23,33.3737,-8.0002,28.5,19.7,0.0,17.2,Normal,No Rain,Low,0,0,0,0.0,low
Bir Jdid,2026-09-24,33.3737,-8.0002,29.6,18.9,0.0,17.4,Normal,No Rain,Low,0,0,0,0.0,low
Bou Arfa,2026-09-18,32.531,-1.9631,29.8,17.9,0.0,20.1,Normal,No Rain,Moderate,0,0,30,10.5,low
Bou Arfa,2026-09-19,32.531,-1.9631,24.4,18.1,3.1,18.0,Normal,Light,Low,0,20,0,8.0,low
Bou Arfa,2026-09-20,32.531,-1.9631,27.1,15.8,2.1,17.6,Normal,Light,Low,0,20,0,8.0,low
Bou Arfa,2026-09-21,32.531,-1.9631,26.2,17.2,0.0,23.2,Normal,No Rain,Moderate,0,0,30,10.5,low
Bou Arfa,2026-09-22,32.531,-1.9631,25.5,16.0,0.0,17.9,Normal,No Rain,Low,0,0,0,0.0,low
Bou Arfa,2026-09-23,32.531,-1.9631,27.9,15.7,0.0,13.8,Normal,No Rain,Low,0,0,0,0.0,low
Bou Arfa,2026-09-24,32.531,-1.9631,29.0,16.0,0.0,10.8,Normal,No Rain,Low,0,0,0,0.0,low
Tahannawt,2026-09-18,31.3514,-7.9508,27.2,14.5,0.0,12.5,Normal,No Rain,Low,0,0,0,0.0,low
Tahannawt,2026-09-19,31.3514,-7.9508,32.1,18.6,0.4,15.0,Hot,Light,Low,50,20,0,20.5,low
Tahannawt,2026-09-20,31.3514,-7.9508,32.8,21.0,0.3,15.5,Hot,Light,Low,50,20,0,20.5,low
Tahannawt,2026-09-21,31.3514,-7.9508,33.5,20.9,0.0,19.9,Hot,No Rain,Low,50,0,0,12.5,low
Tahannawt,2026-09-22,31.3514,-7.9508,32.8,20.4,0.0,17.5,Hot,No Rain,Low,50,0,0,12.5,low
Tahannawt,2026-09-23,31.3514,-7.9508,32.3,17.5,0.0,14.0,Hot,No Rain,Low,50,0,0,12.5,low
Tahannawt,2026-09-24,31.3514,-7.9508,33.1,17.7,0.0,14.6,Hot,No Rain,Low,50,0,0,12.5,low
Arfoud,2026-09-18,31.4361,-4.2328,33.1,19.4,0.0,18.9,Hot,No Rain,Low,50,0,0,12.5,low
Arfoud,2026-09-19,31.4361,-4.2328,31.7,20.5,0.6,21.3,Hot,Light,Moderate,50,20,30,31.0,Moderate
Arfoud,2026-09-20,31.4361,-4.2328,30.9,20.3,0.0,9.5,Hot,No Rain,Low,50,0,0,12.5,low
Arfoud,2026-09-21,31.4361,-4.2328,32.5,20.9,1.9,13.0,Hot,Light,Low,50,20,0,20.5,low
Arfoud,2026-09-22,31.4361,-4.2328,31.1,20.5,0.0,10.9,Hot,No Rain,Low,50,0,0,12.5,low
Arfoud,2026-09-23,31.4361,-4.2328,31.3,20.0,0.0,12.0,Hot,No Rain,Low,50,0,0,12.5,low
Arfoud,2026-09-24,31.4361,-4.2328,31.9,20.8,0.0,7.6,Hot,No Rain,Low,50,0,0,12.5,low
Tahla,2026-09-18,34.05,-4.42,30.9,15.8,0.0,18.1,Hot,No Rain,Low,50,0,0,12.5,low
Tahla,2026-09-19,34.05,-4.42,32.1,20.5,0.5,24.8,Hot,Light,Moderate,50,20,30,31.0,Moderate
Tahla,2026-09-20,34.05,-4.42,32.8,20.6,0.0,22.5,Hot,No Rain,Moderate,50,0,30,23.0,low
Tahla,2026-09-21,34.05,-4.42,32.1,20.1,0.0,19.6,Hot,No Rain,Low,50,0,0,12.5,low
Tahla,2026-09-22,34.05,-4.42,32.2,18.7,0.0,15.5,Hot,No Rain,Low,50,0,0,12.5,low
Tahla,2026-09-23,34.05,-4.42,33.2,17.8,0.0,14.3,Hot,No Rain,Low,50,0,0,12.5,low
Tahla,2026-09-24,34.05,-4.42,34.2,18.5,0.0,14.7,Hot,No Rain,Low,50,0,0,12.5,low
Missour,2026-09-18,33.05,-3.9908,30.2,15.3,0.0,27.0,Hot,No Rain,Moderate,50,0,30,23.0,low
Missour,2026-09-19,33.05,-3.9908,29.4,17.9,1.7,17.8,Normal,Light,Low,0,20,0,8.0,low
Missour,2026-09-20,33.05,-3.9908,30.0,17.0,0.0,25.5,Hot,No Rain,Moderate,50,0,30,23.0,low
Missour,2026-09-21,33.05,-3.9908,28.5,18.4,0.0,31.6,Normal,No Rain,Moderate,0,0,30,10.5,low
Missour,2026-09-22,33.05,-3.9908,29.2,15.7,0.0,19.1,Normal,No Rain,Low,0,0,0,0.0,low
Missour,2026-09-23,33.05,-3.9908,31.8,16.4,0.0,17.7,Hot,No Rain,Low,50,0,0,12.5,low
Missour,2026-09-24,33.05,-3.9908,33.1,16.9,0.0,21.0,Hot,No Rain,Moderate,50,0,30,23.0,low
Sidi Lmokhtar,2026-09-18,31.57,-9.01,30.2,16.7,0.0,17.9,Hot,No Rain,Low,50,0,0,12.5,low
Sidi Lmokhtar,2026-09-19,31.57,-9.01,34.1,19.6,0.0,15.9,Hot,No Rain,Low,50,0,0,12.5,low
Sidi Lmokhtar,2026-09-20,31.57,-9.01,34.0,22.3,0.0,18.6,Hot,No Rain,Low,50,0,0,12.5,low
Sidi Lmokhtar,2026-09-21,31.57,-9.01,37.7,21.4,0.0,17.6,Hot,No Rain,Low,50,0,0,12.5,low
Sidi Lmokhtar,2026-09-22,31.57,-9.01,36.3,19.3,0.0,19.5,Hot,No Rain,Low,50,0,0,12.5,low
Sidi Lmokhtar,2026-09-23,31.57,-9.01,32.2,16.9,0.0,18.6,Hot,No Rain,Low,50,0,0,12.5,low
Sidi Lmokhtar,2026-09-24,31.57,-9.01,31.0,18.2,0.0,20.9,Hot,No Rain,Moderate,50,0,30,23.0,low
Douar Toulal,2026-09-18,33.8951,-5.6021,30.0,15.8,0.0,15.5,Hot,No Rain,Low,50,0,0,12.5,low
Douar Toulal,2026-09-19,33.8951,-5.6021,34.7,19.2,0.0,14.1,Hot,No Rain,Low,50,0,0,12.5,low
Douar Toulal,2026-09-20,33.8951,-5.6021,36.0,21.3,0.0,13.5,Hot,No Rain,Low,50,0,0,12.5,low
Douar Toulal,2026-09-21,33.8951,-5.6021,34.7,20.2,0.0,13.5,Hot,No Rain,Low,50,0,0,12.5,low
Douar Toulal,2026-09-22,33.8951,-5.6021,34.0,19.2,0.0,13.8,Hot,No Rain,Low,50,0,0,12.5,low
Douar Toulal,2026-09-23,33.8951,-5.6021,34.2,18.7,0.0,15.9,Hot,No Rain,Low,50,0,0,12.5,low
Douar Toulal,2026-09-24,33.8951,-5.6021,35.4,17.5,0.0,14.6,Hot,No Rain,Low,50,0,0,12.5,low
Oulad Yaïch,2026-09-18,32.4167,-6.3333,33.3,18.2,0.0,6.7,Hot,No Rain,Low,50,0,0,12.5,low
Oulad Yaïch,2026-09-19,32.4167,-6.3333,37.3,21.2,0.1,16.0,Hot,Light,Low,50,20,0,20.5,low
Oulad Yaïch,2026-09-20,32.4167,-6.3333,38.2,23.2,0.0,22.6,Hot,No Rain,Moderate,50,0,30,23.0,low
Oulad Yaïch,2026-09-21,32.4167,-6.3333,36.8,23.5,0.0,14.8,Hot,No Rain,Low,50,0,0,12.5,low
Oulad Yaïch,2026-09-22,32.4167,-6.3333,36.3,22.5,0.0,10.2,Hot,No Rain,Low,50,0,0,12.5,low
Oulad Yaïch,2026-09-23,32.4167,-6.3333,35.9,21.0,0.0,18.0,Hot,No Rain,Low,50,0,0,12.5,low
Oulad Yaïch,2026-09-24,32.4167,-6.3333,36.8,24.7,0.0,17.9,Hot,No Rain,Low,50,0,0,12.5,low
Zawyat ech Cheïkh,2026-09-18,32.6541,-5.9214,31.7,14.9,0.0,9.0,Hot,No Rain,Low,50,0,0,12.5,low
Zawyat ech Cheïkh,2026-09-19,32.6541,-5.9214,35.1,19.9,0.0,16.0,Hot,No Rain,Low,50,0,0,12.5,low
Zawyat ech Cheïkh,2026-09-20,32.6541,-5.9214,35.9,20.1,0.0,16.1,Hot,No Rain,Low,50,0,0,12.5,low
Zawyat ech Cheïkh,2026-09-21,32.6541,-5.9214,34.0,18.9,0.3,17.7,Hot,Light,Low,50,20,0,20.5,low
Zawyat ech Cheïkh,2026-09-22,32.6541,-5.9214,33.4,16.9,0.0,12.6,Hot,No Rain,Low,50,0,0,12.5,low
Zawyat ech Cheïkh,2026-09-23,32.6541,-5.9214,34.6,16.2,0.0,11.6,Hot,No Rain,Low,50,0,0,12.5,low
Zawyat ech Cheïkh,2026-09-24,32.6541,-5.9214,35.5,18.0,0.0,12.4,Hot,No Rain,Low,50,0,0,12.5,low
Imi-n-Tanout,2026-09-18,31.177,-8.8504,26.4,16.0,0.0,16.8,Normal,No Rain,Low,0,0,0,0.0,low
Imi-n-Tanout,2026-09-19,31.177,-8.8504,31.2,20.3,0.0,16.5,Hot,No Rain,Low,50,0,0,12.5,low
Imi-n-Tanout,2026-09-20,31.177,-8.8504,31.6,22.9,0.4,17.4,Hot,Light,Low,50,20,0,20.5,low
Imi-n-Tanout,2026-09-21,31.177,-8.8504,34.3,23.2,0.0,27.8,Hot,No Rain,Moderate,50,0,30,23.0,low
Imi-n-Tanout,2026-09-22,31.177,-8.8504,33.3,22.2,0.0,23.7,Hot,No Rain,Moderate,50,0,30,23.0,low
Imi-n-Tanout,2026-09-23,31.177,-8.8504,31.3,20.5,0.0,17.2,Hot,No Rain,Low,50,0,0,12.5,low
Imi-n-Tanout,2026-09-24,31.177,-8.8504,31.5,19.0,0.0,18.3,Hot,No Rain,Low,50,0,0,12.5,low
Sebt Gzoula,2026-09-18,32.1219,-9.0889,29.2,17.6,0.0,15.9,Normal,No Rain,Low,0,0,0,0.0,low
Sebt Gzoula,2026-09-19,32.1219,-9.0889,32.7,18.9,0.0,14.8,Hot,No Rain,Low,50,0,0,12.5,low
Sebt Gzoula,2026-09-20,32.1219,-9.0889,30.6,21.2,0.0,14.8,Hot,No Rain,Low,50,0,0,12.5,low
Sebt Gzoula,2026-09-21,32.1219,-9.0889,32.8,21.4,0.0,12.6,Hot,No Rain,Low,50,0,0,12.5,low
Sebt Gzoula,2026-09-22,32.1219,-9.0889,31.7,19.0,0.0,14.9,Hot,No Rain,Low,50,0,0,12.5,low
Sebt Gzoula,2026-09-23,32.1219,-9.0889,28.4,17.9,0.0,14.3,Normal,No Rain,Low,0,0,0,0.0,low
Sebt Gzoula,2026-09-24,32.1219,-9.0889,27.4,18.2,0.0,14.1,Normal,No Rain,Low,0,0,0,0.0,low
Tifariti,2026-09-18,26.158,-10.567,30.5,16.6,0.0,35.0,Hot,No Rain,Moderate,50,0,30,23.0,low
Tifariti,2026-09-19,26.158,-10.567,31.3,16.3,0.0,22.8,Hot,No Rain,Moderate,50,0,30,23.0,low
Tifariti,2026-09-20,26.158,-10.567,37.4,19.3,0.0,12.3,Hot,No Rain,Low,50,0,0,12.5,low
Tifariti,2026-09-21,26.158,-10.567,38.3,25.3,0.0,12.0,Hot,No Rain,Low,50,0,0,12.5,low
Tifariti,2026-09-22,26.158,-10.567,38.7,24.5,0.0,20.3,Hot,No Rain,Moderate,50,0,30,23.0,low
Tifariti,2026-09-23,26.158,-10.567,38.6,26.3,0.0,21.6,Hot,No Rain,Moderate,50,0,30,23.0,low
Tifariti,2026-09-24,26.158,-10.567,38.6,27.0,0.0,20.3,Hot,No Rain,Moderate,50,0,30,23.0,low
